Sector,Job_Title,Company,Location,Contract,Salary,Description,URL
Agriculture • Pêche,Alternance - Chargé·e de Formation H/F,Remy Cointreau,Paris - 75,Alternance,"486,49 - 1 801,80 € / mois","Nous recherchons un·e candidat·e :  Alternance - Chargé·e de Formation  Pour une alternance de 1 an, basée à Paris et démarrage septembre 2025  En tant qu'alternant·e vous aurez la charge de la création, du pilotage et de la mise en oeuvre des formations au sein du groupe. Vos missions seront :  Formation : - Piloter le plan de développement des compétences pour le site de Paris (siège) - Analyser des besoins de formation et création du plan de développement des compétences - Participer à la préparation et au pilotage du budget formation - Rechercher des prestataires, conception et lancement des formations pour l'ensemble des collaborateurs - Mettre en place des formations Groupe (du cadrage du besoin avec le business, recherche des prestataires, conception, déploiement des programmes de formation) - Mettre à jour le reporting sur les formations réalisées  Support à l'équipe Formation et Gestion de projet : - Participer à la gestion des projets formation Groupe, projets de digitalisation des formations, ingénierie pédagogique - Concevoir et préparer des actions de communication et l'établissement d'un calendrier éditorial pour les équipes Formation - Aider à l'administration des outils formation - Aider à la veille des innovations dans le domaine de la formation - Aider à la gestion des relations OPCO",https://www.hellowork.com/fr-fr/emplois/64211898.html
